"행정구역별","성별","연령별",2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010
"행정구역별","성별","연령별",취업인구(15세 이상)-계,관리자,전문가 및 관련 종사자,사무 종사자,서비스 종사자,판매 종사자,농림어업 숙련 종사자,기능원 및 관련 기능 종사자,장치기계조작 및 조립 종사자,단순 노무 종사자,기타,미상
"서울특별시","여자","50~54세",217458,2871,28810,22551,50644,42641,666,18519,6501,44242,0,13
"서울특별시","여자","55~59세",131681,1426,14659,9624,30386,23743,526,8675,3732,38906,0,4
"서울특별시","여자","60~64세",67494,513,5344,3750,13504,11292,502,3737,1571,27275,0,6
"서울특별시","여자","65~69세",30796,232,2169,1447,5211,5236,257,1594,522,14125,0,3
"서울특별시","여자","70세 이상",19553,229,1526,1150,2320,3525,423,865,178,9332,0,5
"부산광역시","계","합계",1463388,37096,265457,243933,165193,215451,15980,154127,199170,164827,2027,127
"부산광역시","계","15~19세",12087,9,1119,1217,3542,2595,0,474,860,2217,0,54
"부산광역시","계","20~24세",64979,181,16456,12497,11691,11869,124,2300,4770,4929,122,40
"부산광역시","계","25~29세",158489,1289,46571,42969,14611,20808,193,10394,14624,6563,455,12
"부산광역시","계","30~34세",163698,2754,44191,42572,13241,21452,306,14396,16231,8023,527,5
"부산광역시","계","35~39세",176732,4874,40256,39663,15582,24762,382,19078,19623,12176,330,6
"부산광역시","계","40~44세",197152,7589,35312,34829,22204,30245,888,22593,25133,18166,188,5
"부산광역시","계","45~49세",209073,7596,31781,26730,26387,31831,1889,26797,31821,24050,190,1
"부산광역시","계","50~54세",207117,5849,24629,22760,28003,29856,2787,28085,36651,28306,189,2
"부산광역시","계","55~59세",140907,3665,14324,12378,17208,20870,2865,17981,27511,24086,19,0
"부산광역시","계","60~64세",77014,1781,6438,4879,7982,11439,2507,8543,14139,19299,7,0
"부산광역시","계","65~69세",36114,838,2591,2132,3291,5642,1816,2616,5968,11219,0,1
"부산광역시","계","70세 이상",20026,671,1789,1307,1451,4082,2223,870,1839,5793,0,1
"부산광역시","남자","합계",842177,31792,132716,132568,54197,99896,9989,123527,170867,84562,1976,87
"부산광역시","남자","15~19세",5321,9,487,398,1382,996,0,289,571,1154,0,35
"부산광역시","남자","20~24세",22320,69,2322,2211,4427,4179,78,1843,3608,3435,122,26
"부산광역시","남자","25~29세",74971,822,15527,14308,6775,10124,136,9058,12892,4876,442,11
"부산광역시","남자","30~34세",96400,2065,21376,20468,6342,11808,196,13286,15094,5245,516,4
"부산광역시","남자","35~39세",107283,4134,21740,22165,6615,11860,308,16580,17151,6407,318,5
"부산광역시","남자","40~44세",112297,6373,18164,20968,6977,12696,604,17956,20453,7915,188,3
"부산광역시","남자","45~49세",118754,6782,17761,17783,6208,13541,1235,19862,25349,10057,175,1
"부산광역시","남자","50~54세",123712,5225,16312,17370,6257,13237,1907,20930,30577,11707,189,1
"부산광역시","남자","55~59세",90337,3212,10364,9741,4633,10381,1752,14264,24700,11271,19,0
"부산광역시","남자","60~64세",52188,1688,4952,4263,2594,6213,1545,6772,13200,10954,7,0
"부산광역시","남자","65~69세",25741,767,2146,1835,1375,2952,1035,2053,5625,7952,0,1
"부산광역시","남자","70세 이상",12853,646,1565,1058,612,1909,1193,634,1647,3589,0,0
"부산광역시","여자","합계",621211,5304,132741,111365,110996,115555,5991,30600,28303,80265,51,40
"부산광역시","여자","15~19세",6766,0,632,819,2160,1599,0,185,289,1063,0,19
"부산광역시","여자","20~24세",42659,112,14134,10286,7264,7690,46,457,1162,1494,0,14
"부산광역시","여자","25~29세",83518,467,31044,28661,7836,10684,57,1336,1732,1687,13,1
