"읍부","계","65세이상",42817,28931
"읍부","계","미상",,-
"읍부","계","14세",3840,1576
"읍부","전문,기술 및 관련직 종사자","계",60303,44775
"읍부","전문,기술 및 관련직 종사자","15 - 19세",1559,425
"읍부","전문,기술 및 관련직 종사자","20 - 24세",7753,2349
"읍부","전문,기술 및 관련직 종사자","25 - 29세",12140,8127
"읍부","전문,기술 및 관련직 종사자","30 - 34세",11148,9146
"읍부","전문,기술 및 관련직 종사자","35 - 39세",7999,7039
"읍부","전문,기술 및 관련직 종사자","40 - 44세",7127,6416
"읍부","전문,기술 및 관련직 종사자","45 - 49세",5667,5156
"읍부","전문,기술 및 관련직 종사자","50 - 54세",3251,2985
"읍부","전문,기술 및 관련직 종사자","55 - 59세",2118,1907
"읍부","전문,기술 및 관련직 종사자","60 - 64세",888,740
"읍부","전문,기술 및 관련직 종사자","65세이상",653,485
"읍부","전문,기술 및 관련직 종사자","미상",,-
"읍부","전문,기술 및 관련직 종사자","14세",,-
"읍부","행정 및 관리직종사자","계",6403,6259
"읍부","행정 및 관리직종사자","15 - 19세",,-
"읍부","행정 및 관리직종사자","20 - 24세",22,22
"읍부","행정 및 관리직종사자","25 - 29세",468,457
"읍부","행정 및 관리직종사자","30 - 34세",887,871
"읍부","행정 및 관리직종사자","35 - 39세",1028,1011
"읍부","행정 및 관리직종사자","40 - 44세",1301,1291
"읍부","행정 및 관리직종사자","45 - 49세",1027,979
"읍부","행정 및 관리직종사자","50 - 54세",739,718
"읍부","행정 및 관리직종사자","55 - 59세",507,486
"읍부","행정 및 관리직종사자","60 - 64세",253,253
"읍부","행정 및 관리직종사자","65세이상",171,171
"읍부","행정 및 관리직종사자","미상",,-
"읍부","행정 및 관리직종사자","14세",,-
"읍부","사무 및 관련직종사자","계",116162,81055
"읍부","사무 및 관련직종사자","15 - 19세",10249,1968
"읍부","사무 및 관련직종사자","20 - 24세",27874,7089
"읍부","사무 및 관련직종사자","25 - 29세",19974,16239
"읍부","사무 및 관련직종사자","30 - 34세",18553,17572
"읍부","사무 및 관련직종사자","35 - 39세",12440,11975
"읍부","사무 및 관련직종사자","40 - 44세",10787,10473
"읍부","사무 및 관련직종사자","45 - 49세",9012,8725
"읍부","사무 및 관련직종사자","50 - 54세",4754,4587
"읍부","사무 및 관련직종사자","55 - 59세",1841,1760
"읍부","사무 및 관련직종사자","60 - 64세",441,440
"읍부","사무 및 관련직종사자","65세이상",207,207
"읍부","사무 및 관련직종사자","미상",,-
"읍부","사무 및 관련직종사자","14세",30,20
"읍부","판매종사자","계",182084,105971
"읍부","판매종사자","15 - 19세",6122,3398
"읍부","판매종사자","20 - 24세",14932,7246
"읍부","판매종사자","25 - 29세",23611,15303
"읍부","판매종사자","30 - 34세",28004,17583
"읍부","판매종사자","35 - 39세",28150,16266
"읍부","판매종사자","40 - 44세",26068,14804
"읍부","판매종사자","45 - 49세",20763,11237
"읍부","판매종사자","50 - 54세",14456,7464
"읍부","판매종사자","55 - 59세",10721,6346
"읍부","판매종사자","60 - 64세",5337,3465
"읍부","판매종사자","65세이상",3731,2710
"읍부","판매종사자","미상",,-
"읍부","판매종사자","14세",189,149
"읍부","서비스직종사자","계",105906,51161
"읍부","서비스직종사자","15 - 19세",7742,2987
"읍부","서비스직종사자","20 - 24세",15434,4424
"읍부","서비스직종사자","25 - 29세",14491,7221
"읍부","서비스직종사자","30 - 34세",14321,8461
"읍부","서비스직종사자","35 - 39세",14637,8306
"읍부","서비스직종사자","40 - 44세",13856,7290
"읍부","서비스직종사자","45 - 49세",10996,5527
"읍부","서비스직종사자","50 - 54세",6868,3432
"읍부","서비스직종사자","55 - 59세",4342,1977
"읍부","서비스직종사자","60 - 64세",1576,764
"읍부","서비스직종사자","65세이상",1080,552
"읍부","서비스직종사자","미상",,-
"읍부","서비스직종사자","14세",563,220
"읍부","농업,축산업,임업,수산업및수렵업종사자","계",627528,358399
"읍부","농업,축산업,임업,수산업및수렵업종사자","15 - 19세",29573,19266
"읍부","농업,축산업,임업,수산업및수렵업종사자","20 - 24세",58106,37415
"읍부","농업,축산업,임업,수산업및수렵업종사자","25 - 29세",53540,32427
"읍부","농업,축산업,임업,수산업및수렵업종사자","30 - 34세",54709,30436
"읍부","농업,축산업,임업,수산업및수렵업종사자","35 - 39세",64634,33995
"읍부","농업,축산업,임업,수산업및수렵업종사자","40 - 44세",82097,43209
"읍부","농업,축산업,임업,수산업및수렵업종사자","45 - 49세",80840,41723
"읍부","농업,축산업,임업,수산업및수렵업종사자","50 - 54세",66812,34711
"읍부","농업,축산업,임업,수산업및수렵업종사자","55 - 59세",60590,35074
"읍부","농업,축산업,임업,수산업및수렵업종사자","60 - 64세",39999,26057
"읍부","농업,축산업,임업,수산업및수렵업종사자","65세이상",35390,23437
"읍부","농업,축산업,임업,수산업및수렵업종사자","미상",,-
"읍부","농업,축산업,임업,수산업및수렵업종사자","14세",1238,649
"읍부","생산및관련종사자,운수장비운전사및단순노무자","계",406225,317243
"읍부","생산및관련종사자,운수장비운전사및단순노무자","15 - 19세",56818,23415
"읍부","생산및관련종사자,운수장비운전사및단순노무자","20 - 24세",70190,45236
"읍부","생산및관련종사자,운수장비운전사및단순노무자","25 - 29세",69477,64519
"읍부","생산및관련종사자,운수장비운전사및단순노무자","30 - 34세",57890,52876
"읍부","생산및관련종사자,운수장비운전사및단순노무자","35 - 39세",48777,42929
"읍부","생산및관련종사자,운수장비운전사및단순노무자","40 - 44세",42078,36698
"읍부","생산및관련종사자,운수장비운전사및단순노무자","45 - 49세",29104,25004
"읍부","생산및관련종사자,운수장비운전사및단순노무자","50 - 54세",15591,13359
"읍부","생산및관련종사자,운수장비운전사및단순노무자","55 - 59세",9491,8347
"읍부","생산및관련종사자,운수장비운전사및단순노무자","60 - 64세",3404,2953
"읍부","생산및관련종사자,운수장비운전사및단순노무자","65세이상",1585,1369
"읍부","생산및관련종사자,운수장비운전사및단순노무자","미상",,-
"읍부","생산및관련종사자,운수장비운전사및단순노무자","14세",1820,538
"읍부","분류불능자","계",143,143
"읍부","분류불능자","15 - 19세",,-
"읍부","분류불능자","20 - 24세",,-
"읍부","분류불능자","25 - 29세",,-
"읍부","분류불능자","30 - 34세",143,143
"읍부","분류불능자","35 - 39세",,-
"읍부","분류불능자","40 - 44세",,-
"읍부","분류불능자","45 - 49세",,-
"읍부","분류불능자","50 - 54세",,-
"읍부","분류불능자","55 - 59세",,-
"읍부","분류불능자","60 - 64세",,-
"읍부","분류불능자","65세이상",,-
"읍부","분류불능자","미상",,-
"읍부","분류불능자","14세",,-
"면부","계","계",4760844,2658501
"면부","계","15 - 19세",317439,170201
"면부","계","20 - 24세",535142,303506
"면부","계","25 - 29세",457257,287858
"면부","계","30 - 34세",438476,262791
"면부","계","35 - 39세",490588,264962
"면부","계","40 - 44세",598445,321661
"면부","계","45 - 49세",580215,301895
