"행정구역별","산업별","조직형태별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"전국","보건업 및 사회복지 서비스업(86~87)","개인사업체","사업체수[개]","개","64269","68452","73515","77359","84768","91210","98141","100549","103252","103931","109286","112376","109651","108637","73669",
"전국","보건업 및 사회복지 서비스업(86~87)","개인사업체","종사자수[명]","명","371548","412024","458946","515493","592492","638370","699020","727679","761807","796575","871974","923887","934502","939874","628287",
"전국","보건업 및 사회복지 서비스업(86~87)","회사법인","사업체수[개]","개","151","179","244","294","450","460","713","682","739","656","842","888","1025","1269","1385",
"전국","보건업 및 사회복지 서비스업(86~87)","회사법인","종사자수[명]","명","1445","1845","4490","5041","8659","9302","12092","13828","16299","12632","17749","18753","22454","27803","32682",
"전국","보건업 및 사회복지 서비스업(86~87)","회사이외법인","사업체수[개]","개","14888","15752","11529","11812","11852","12480","13585","14469","15847","16206","17521","17368","18150","19146","26143",
"전국","보건업 및 사회복지 서비스업(86~87)","회사이외법인","종사자수[명]","명","328904","357782","347216","379442","406797","419812","449373","490313","521592","552499","604652","617805","663235","717093","922018",
"전국","보건업 및 사회복지 서비스업(86~87)","비법인단체","사업체수[개]","개","4015","4069","9168","10434","11011","10428","10325","12225","14370","11760","13723","15277","18626","21607","48154",
"전국","보건업 및 사회복지 서비스업(86~87)","비법인단체","종사자수[명]","명","32999","35566","80441","81240","89890","92108","101237","135985","166699","141654","180181","222227","281861","348264","573245",
"전국","예술, 스포츠 및 여가관련 서비스업(90~91)","계","사업체수[개]","개","97527","98059","100134","101955","101745","103675","104597","104222","103977","101055","110230","118797","121639","124621","123249",
"전국","예술, 스포츠 및 여가관련 서비스업(90~91)","계","종사자수[명]","명","289452","297061","312358","321267","319954","332939","343790","359129","362955","366766","394913","416781","442046","458555","380824",
"전국","예술, 스포츠 및 여가관련 서비스업(90~91)","개인사업체","사업체수[개]","개","92812","92968","94761","96155","95365","96636","96237","94815","93592","90101","98678","106138","108051","109253","107755",
"전국","예술, 스포츠 및 여가관련 서비스업(90~91)","개인사업체","종사자수[명]","명","185948","187852","187420","188965","184765","191413","194086","194407","192326","188512","211941","224053","232750","238489","184101",
"전국","예술, 스포츠 및 여가관련 서비스업(90~91)","회사법인","사업체수[개]","개","1400","1536","1654","1806","2036","2229","2645","2965","3467","3717","4093","4551","5299","6049","6696",
"전국","예술, 스포츠 및 여가관련 서비스업(90~91)","회사법인","종사자수[명]","명","51068","55363","62035","65027","65806","67178","71807","78975","80980","83288","87542","92625","100873","103314","94283",
"전국","예술, 스포츠 및 여가관련 서비스업(90~91)","회사이외법인","사업체수[개]","개","1806","1935","2696","2854","2928","3110","3337","3700","4146","4370","4465","4723","5004","5398","7090",
"전국","예술, 스포츠 및 여가관련 서비스업(90~91)","회사이외법인","종사자수[명]","명","27325","28295","57237","61055","62492","65939","68311","74146","77757","80889","82070","85136","93721","99605","98382",
"전국","예술, 스포츠 및 여가관련 서비스업(90~91)","비법인단체","사업체수[개]","개","1509","1620","1023","1140","1416","1700","2378","2742","2772","2867","2994","3385","3285","3921","1708",
"전국","예술, 스포츠 및 여가관련 서비스업(90~91)","비법인단체","종사자수[명]","명","25111","25551","5666","6220","6891","8409","9586","11601","11892","14077","13360","14967","14702","17147","4058",
"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계","사업체수[개]","개","345126","351270","354341","358751","364889","371792","383109","385672","385644","384748","389854","400850","410246","416943","423398",
"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계","종사자수[명]","명","742585","764052","763475","783349","790233","815124","839925","857978","856651","894932","864817","870399","890317","907072","825474",
"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","개인사업체","사업체수[개]","개","257219","260865","261824","264617","269192","273584","278308","279820","280906","279682","285772","294922","302601","308436","315297",
"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","개인사업체","종사자수[명]","명","460368","471191","469484","483169","486591","499895","506242","508719","507440","511152","512631","516918","526454","536817","471882",
"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","회사법인","사업체수[개]","개","4561","4986","5299","5554","5876","5923","6366","6650","7032","7441","7169","7402","7737","8073","8646",
"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","회사법인","종사자수[명]","명","71256","77788","84783","83430","88157","87663","91215","100369","104046","114274","106411","108953","113439","114416","109094",
"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","회사이외법인","사업체수[개]","개","83151","85144","14412","13066","11164","11085","13553","13585","14224","14781","16322","16483","19619","20833","75977",
"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","회사이외법인","종사자수[명]","명","209559","213620","65786","65081","62116","62457","68094","69362","71601","75996","79523","79337","90244","95037","204719",
"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","비법인단체","사업체수[개]","개","195","275","72806","75514","78657","81200","84882","85617","83482","82844","80591","82043","80289","79601","23478",
"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","비법인단체","종사자수[명]","명","1402","1453","143422","151669","153369","165109","174374","179528","173564","193510","166252","165191","160180","160802","39779",
"서울","전체 산업","계","사업체수[개]","개","733759","728614","719687","723086","729731","752285","780887","785094","812798","820658","820156","822863","823385","823624","848552",
"서울","전체 산업","계","종사자수[명]","명","3894666","4005831","4079277","4177336","4487357","4498312","4541393","4585090","4739883","5108828","5079451","5119913","5210936","5226997","5044552",
"서울","전체 산업","개인사업체","사업체수[개]","개","611573","601739","592682","590296","592945","604389","619626","618048","628077","631635","631779","628981","624869","618188","627449",
"서울","전체 산업","개인사업체","종사자수[명]","명","1443482","1436671","1424248","1416892","1429145","1471147","1506099","1491905","1538324","1585519","1573964","1582451","1573654","1558442","1327705",
"서울","전체 산업","회사법인","사업체수[개]","개","94152","97110","96848","101637","105147","114630","125862","129607","145456","150004","149198","153609","156768","162552","174076",
"서울","전체 산업","회사법인","종사자수[명]","명","1875171","1963413","2032405","2098023","2380003","2337971","2324957","2351002","2445582","2731540","2707718","2730632","2792680","2783660","2777005",
"서울","전체 산업","회사이외법인","사업체수[개]","개","24793","26523","12787","12963","13127","13806","14688","16039","17970","18791","19078","19458","20498","21407","34601",
"서울","전체 산업","회사이외법인","종사자수[명]","명","363250","387385","530926","570858","587857","591259","609110","631132","638081","676175","682454","681386","708244","737895","830264",
"서울","전체 산업","비법인단체","사업체수[개]","개","3241","3242","17370","18190","18512","19460","20711","21400","21295","20228","20101","20815","21250","21477","12426",
"서울","전체 산업","비법인단체","종사자수[명]","명","212763","218362","91698","91563","90352","97935","101227","111051","117896","115594","115315","125444","136358","147000","109578",
"서울","농업, 임업 및 어업(01~03)","계","사업체수[개]","개","17","16","11","18","18","20","21","21","18","17","25","29","30","24","64",
"서울","농업, 임업 및 어업(01~03)","계","종사자수[명]","명","235","258","205","297","346","383","295","413","381","491","464","469","462","426","532",
"서울","농업, 임업 및 어업(01~03)","개인사업체","사업체수[개]","개","","","","","1","","","","","","","","","","",
"서울","농업, 임업 및 어업(01~03)","개인사업체","종사자수[명]","명","","","","","X","","","","","","","","","","",
"서울","농업, 임업 및 어업(01~03)","회사법인","사업체수[개]","개","10","10","6","13","12","15","15","14","11","10","17","21","23","18","57",
"서울","농업, 임업 및 어업(01~03)","회사법인","종사자수[명]","명","63","55","43","124","172","201","89","174","192","246","241","231","270","213","463",
"서울","농업, 임업 및 어업(01~03)","회사이외법인","사업체수[개]","개","7","6","5","4","2","2","4","7","7","7","8","8","7","6","7",
"서울","농업, 임업 및 어업(01~03)","회사이외법인","종사자수[명]","명","172","203","162","168","X","X","201","239","189","245","223","238","192","213","69",
"서울","농업, 임업 및 어업(01~03)","비법인단체","사업체수[개]","개","","","","1","3","3","2","","","","","","","","",
"서울","농업, 임업 및 어업(01~03)","비법인단체","종사자수[명]","명","","","","X","8","12","X","","","","","","","","",
"서울","광업(05~08)","계","사업체수[개]","개","24","23","19","23","17","23","30","19","27","23","22","21","24","20","11",
