"행정구역별","산업별","조직형태별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"대전","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","비법인단체","종사자수[명]","명","X","X","4617","4836","4850","5288","5696","5820","5279","6007","5065","5102","4857","4994","1310",
"울산","전체 산업","계","사업체수[개]","개","65818","67169","67843","68654","70746","73417","74578","76993","78638","80805","82948","83872","85662","87054","89907",
"울산","전체 산업","계","종사자수[명]","명","389470","406846","404866","413831","434280","451987","452130","488627","506899","519516","523344","521482","527085","533187","493599",
"울산","전체 산업","개인사업체","사업체수[개]","개","57758","58471","58957","59338","60800","62857","63301","64757","65557","67431","69166","69665","70818","71361","73058",
"울산","전체 산업","개인사업체","종사자수[명]","명","146058","149836","147885","149295","155853","162008","159355","166984","172298","180060","184189","182790","183850","185616","152763",
"울산","전체 산업","회사법인","사업체수[개]","개","4978","5485","5625","5929","6382","6876","7447","8235","8934","9106","9440","9747","10325","10819","11211",
"울산","전체 산업","회사법인","종사자수[명]","명","195918","206912","206292","210635","220438","232281","234813","261036","270198","272089","269495","267333","267959","266719","250903",
"울산","전체 산업","회사이외법인","사업체수[개]","개","2501","2603","1496","1505","1538","1570","1618","1735","1867","1994","2084","2135","2229","2361","3992",
"울산","전체 산업","회사이외법인","종사자수[명]","명","22357","25011","44351","46969","51245","50710","50394","52645","56523","59314","60855","61095","64625","68591","77705",
"울산","전체 산업","비법인단체","사업체수[개]","개","581","610","1765","1882","2026","2114","2212","2266","2280","2274","2258","2325","2290","2513","1646",
"울산","전체 산업","비법인단체","종사자수[명]","명","25137","25087","6338","6932","6744","6988","7568","7962","7880","8053","8805","10264","10651","12261","12228",
"울산","농업, 임업 및 어업(01~03)","계","사업체수[개]","개","10","10","9","11","11","14","14","19","15","19","17","21","34","36","54",
"울산","농업, 임업 및 어업(01~03)","계","종사자수[명]","명","124","223","140","153","151","180","174","233","139","177","111","107","186","178","285",
"울산","농업, 임업 및 어업(01~03)","개인사업체","사업체수[개]","개","","","","","","","","","","","","","","","",
"울산","농업, 임업 및 어업(01~03)","개인사업체","종사자수[명]","명","","","","","","","","","","","","","","","",
"울산","농업, 임업 및 어업(01~03)","회사법인","사업체수[개]","개","3","3","2","4","6","6","6","11","8","10","10","15","25","25","40",
"울산","농업, 임업 및 어업(01~03)","회사법인","종사자수[명]","명","26","92","X","31","115","66","63","111","96","100","68","84","132","122","206",
"울산","농업, 임업 및 어업(01~03)","회사이외법인","사업체수[개]","개","6","6","5","5","3","6","6","6","5","7","5","4","7","9","14",
"울산","농업, 임업 및 어업(01~03)","회사이외법인","종사자수[명]","명","66","104","112","118","32","110","106","118","37","74","39","18","49","53","79",
"울산","농업, 임업 및 어업(01~03)","비법인단체","사업체수[개]","개","1","1","2","2","2","2","2","2","2","2","2","2","2","2","",
"울산","농업, 임업 및 어업(01~03)","비법인단체","종사자수[명]","명","X","X","X","X","X","X","X","X","X","X","X","X","X","X","",
"울산","광업(05~08)","계","사업체수[개]","개","16","16","15","14","14","15","13","12","16","16","17","17","21","19","16",
"울산","광업(05~08)","계","종사자수[명]","명","285","295","300","318","284","234","224","234","246","255","308","295","339","317","275",
"울산","광업(05~08)","개인사업체","사업체수[개]","개","3","2","2","1","1","1","1","1","1","2","2","2","2","1","2",
"울산","광업(05~08)","개인사업체","종사자수[명]","명","17","X","X","X","X","X","X","X","X","X","X","X","X","X","X",
"울산","광업(05~08)","회사법인","사업체수[개]","개","12","13","12","12","12","13","11","10","14","13","14","14","18","17","13",
"울산","광업(05~08)","회사법인","종사자수[명]","명","195","205","212","230","203","154","146","161","175","185","238","228","265","247","202",
"울산","광업(05~08)","회사이외법인","사업체수[개]","개","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"울산","광업(05~08)","회사이외법인","종사자수[명]","명","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",
"울산","광업(05~08)","비법인단체","사업체수[개]","개","","","","","","","","","","","","","","","",
"울산","광업(05~08)","비법인단체","종사자수[명]","명","","","","","","","","","","","","","","","",
"울산","제조업(10~34)","계","사업체수[개]","개","5154","5129","5052","5031","5285","5555","5903","6319","6725","7159","7193","7227","7299","7729","7917",
"울산","제조업(10~34)","계","종사자수[명]","명","149955","155592","151819","150799","150549","160581","161628","181791","188081","186809","180111","177427","175990","177173","170010",
"울산","제조업(10~34)","개인사업체","사업체수[개]","개","3997","3883","3793","3693","3876","4027","4178","4312","4561","4908","4938","4893","4853","5118","5267",
"울산","제조업(10~34)","개인사업체","종사자수[명]","명","23085","21648","21197","20355","22173","24190","21070","22385","23955","26360","26978","26011","25136","25783","23359",
"울산","제조업(10~34)","회사법인","사업체수[개]","개","1139","1231","1245","1316","1385","1504","1704","1984","2128","2212","2218","2290","2395","2564","2603",
"울산","제조업(10~34)","회사법인","종사자수[명]","명","126657","133723","130450","130138","128077","136086","140235","159077","163691","159947","152675","150877","150232","150890","146072",
"울산","제조업(10~34)","회사이외법인","사업체수[개]","개","18","15","13","21","21","20","17","19","31","34","32","37","42","43","47",
"울산","제조업(10~34)","회사이외법인","종사자수[명]","명","213","221","168","302","270","272","284","290","368","455","424","467","473","454","579",
"울산","제조업(10~34)","비법인단체","사업체수[개]","개","","","1","1","3","4","4","4","5","5","5","7","9","4","",
"울산","제조업(10~34)","비법인단체","종사자수[명]","명","","","X","X","29","33","39","39","67","47","34","72","149","46","",
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","계","사업체수[개]","개","16","16","14","16","16","13","13","15","18","16","25","32","39","46","57",
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","계","종사자수[명]","명","1607","1553","1417","1240","1378","1338","1504","1504","1417","806","1378","2391","2471","2303","2368",
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","개인사업체","사업체수[개]","개","1","1","1","2","1","1","","","","","4","8","15","15","18",
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","개인사업체","종사자수[명]","명","X","X","X","X","X","X","","","","","21","11","18","17","21",
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","회사법인","사업체수[개]","개","8","7","5","6","5","4","4","6","9","7","12","15","15","22","29",
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","회사법인","종사자수[명]","명","1239","1205","1084","934","1077","1043","1205","1183","1091","471","1072","2073","2104","1923","1983",
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","회사이외법인","사업체수[개]","개","7","8","8","8","10","8","9","9","9","9","9","9","9","9","10",
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","회사이외법인","종사자수[명]","명","347","346","331","303","300","290","299","321","326","335","285","307","349","363","364",
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","비법인단체","사업체수[개]","개","","","","","","","","","","","","","","","",
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","비법인단체","종사자수[명]","명","","","","","","","","","","","","","","","",
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","사업체수[개]","개","118","121","120","132","151","165","174","183","214","212","205","196","202","233","228",
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","종사자수[명]","명","1894","1853","1961","1976","1985","2069","1986","2057","2104","2240","2166","2093","2092","2301","2184",
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","개인사업체","사업체수[개]","개","32","28","25","31","43","49","61","62","74","70","71","69","73","86","84",
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","개인사업체","종사자수[명]","명","269","197","157","161","271","294","319","356","326","370","383","379","405","412","372",
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사법인","사업체수[개]","개","68","71","73","79","86","93","90","97","115","116","110","102","104","121","118",
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사법인","종사자수[명]","명","1141","1182","1302","1336","1232","1270","1170","1213","1277","1382","1314","1318","1287","1454","1358",
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사이외법인","사업체수[개]","개","5","5","21","22","22","23","23","24","24","24","23","24","23","24","26",
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사이외법인","종사자수[명]","명","92","94","486","479","482","505","497","488","497","484","466","395","396","430","454",
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","비법인단체","사업체수[개]","개","13","17","1","","","","","","1","2","1","1","2","2","",
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","비법인단체","종사자수[명]","명","392","380","X","","","","","","X","X","X","X","X","X","",
"울산","건설업(41~42)","계","사업체수[개]","개","2090","2161","2128","2127","2272","2429","2515","2831","3034","3144","3209","3263","3263","3271","3475",
"울산","건설업(41~42)","계","종사자수[명]","명","20062","20127","18915","20658","28427","27025","24847","27385","29000","32974","36051","36097","36403","38417","33704",
"울산","건설업(41~42)","개인사업체","사업체수[개]","개","1187","1235","1256","1238","1321","1398","1450","1585","1652","1767","1796","1784","1752","1814","1947",
"울산","건설업(41~42)","개인사업체","종사자수[명]","명","3719","4013","4212","3719","4500","4265","4079","5435","5360","6130","6530","6715","6282","7165","3963",
"울산","건설업(41~42)","회사법인","사업체수[개]","개","884","919","864","889","950","1030","1065","1243","1379","1372","1409","1476","1508","1452","1523",
"울산","건설업(41~42)","회사법인","종사자수[명]","명","16202","16009","14599","16939","23924","22757","20768","21937","23583","26728","29410","29330","30064","31124","29684",
"울산","건설업(41~42)","회사이외법인","사업체수[개]","개","19","7","7","","1","1","","","3","5","4","3","3","4","4",
"울산","건설업(41~42)","회사이외법인","종사자수[명]","명","141","105","82","","X","X","","","57","116","111","52","57","124","53",
"울산","건설업(41~42)","비법인단체","사업체수[개]","개","","","1","","","","","3","","","","","","1","1",
"울산","건설업(41~42)","비법인단체","종사자수[명]","명","","","X","","","","","13","","","","","","X","X",
"울산","도매 및 소매업(45~47)","계","사업체수[개]","개","16614","16904","16928","17078","17539","18065","18488","19064","19293","19782","19969","20018","20248","20146","20610",
"울산","도매 및 소매업(45~47)","계","종사자수[명]","명","44645","46457","46151","47505","47677","49157","49737","52934","53470","55020","55827","55777","57109","57099","47570",
"울산","도매 및 소매업(45~47)","개인사업체","사업체수[개]","개","15487","15617","15570","15643","15986","16459","16734","17121","17267","17796","17834","17769","17831","17577","17918",
"울산","도매 및 소매업(45~47)","개인사업체","종사자수[명]","명","32782","33728","32927","33822","33646","35069","35009","36432","37001","38789","38839","38575","38765","38970","31915",
"울산","도매 및 소매업(45~47)","회사법인","사업체수[개]","개","1083","1240","1307","1376","1481","1535","1675","1845","1911","1878","2033","2137","2300","2443","2560",
"울산","도매 및 소매업(45~47)","회사법인","종사자수[명]","명","11627","12458","12870","13124","13254","13327","13952","15666","15491","15435","16218","16410","17447","17286","14853",
"울산","도매 및 소매업(45~47)","회사이외법인","사업체수[개]","개","44","47","48","55","62","62","71","86","100","99","91","98","102","112","130",
"울산","도매 및 소매업(45~47)","회사이외법인","종사자수[명]","명","236","271","341","537","742","730","737","793","941","748","725","737","796","770","798",
"울산","도매 및 소매업(45~47)","비법인단체","사업체수[개]","개","","","3","4","10","9","8","12","15","9","11","14","15","14","2",
"울산","도매 및 소매업(45~47)","비법인단체","종사자수[명]","명","","","13","22","35","31","39","43","37","48","45","55","101","73","X",
"울산","운수 및 창고업(49~52)","계","사업체수[개]","개","6221","6278","6434","6346","6633","7177","6659","6842","6836","7158","7449","7090","7536","7633","8524",
"울산","운수 및 창고업(49~52)","계","종사자수[명]","명","19190","18433","19621","20520","21245","23137","21553","22505","22981","24843","25033","24347","24396","23770","22807",
"울산","운수 및 창고업(49~52)","개인사업체","사업체수[개]","개","5764","5780","5909","5801","6053","6583","6041","6198","6097","6445","6717","6371","6776","6882","7751",
"울산","운수 및 창고업(49~52)","개인사업체","종사자수[명]","명","7362","7330","7343","7219","7590","8442","7668","8061","8045","8610","8839","8455","8786","9284","9312",
"울산","운수 및 창고업(49~52)","회사법인","사업체수[개]","개","429","471","493","509","526","546","566","577","667","632","644","635","673","666","690",
"울산","운수 및 창고업(49~52)","회사법인","종사자수[명]","명","11040","10457","11644","12684","12984","14138","13191","13728","14266","15389","15203","14918","14394","13230","12162",
"울산","운수 및 창고업(49~52)","회사이외법인","사업체수[개]","개","26","25","24","28","47","44","46","64","68","80","83","79","84","82","83",
"울산","운수 및 창고업(49~52)","회사이외법인","종사자수[명]","명","775","635","614","601","658","546","579","706","659","840","903","960","1195","1237","1333",
"울산","운수 및 창고업(49~52)","비법인단체","사업체수[개]","개","2","2","8","8","7","4","6","3","4","1","5","5","3","3","",
"울산","운수 및 창고업(49~52)","비법인단체","종사자수[명]","명","X","X","20","16","13","11","115","10","11","X","88","14","21","19","",
"울산","숙박 및 음식점업(55~56)","계","사업체수[개]","개","15202","15451","15661","15881","15940","16294","16642","17018","17189","17635","18124","18522","18901","19377","20396",
"울산","숙박 및 음식점업(55~56)","계","종사자수[명]","명","36402","38756","38913","39797","39937","41933","43268","45519","48157","48263","50511","50623","52625","53360","44480",
"울산","숙박 및 음식점업(55~56)","개인사업체","사업체수[개]","개","15104","15354","15545","15750","15781","16073","16373","16697","16776","17160","17613","17991","18332","18768","19723",
"울산","숙박 및 음식점업(55~56)","개인사업체","종사자수[명]","명","34582","36550","36396","37053","36848","37738","38790","40374","41534","41988","43621","43505","44906","45816","37933",
"울산","숙박 및 음식점업(55~56)","회사법인","사업체수[개]","개","94","92","110","124","152","207","247","295","381","441","479","499","528","561","615",
"울산","숙박 및 음식점업(55~56)","회사법인","종사자수[명]","명","1802","2171","2491","2701","3043","4108","4376","4948","6396","6071","6719","6947","7514","7279","6302",
"울산","숙박 및 음식점업(55~56)","회사이외법인","사업체수[개]","개","3","4","6","7","6","9","14","13","20","23","26","23","29","33","57",
"울산","숙박 및 음식점업(55~56)","회사이외법인","종사자수[명]","명","9","25","26","43","42","68","75","48","76","100","109","95","109","143","215",
"울산","숙박 및 음식점업(55~56)","비법인단체","사업체수[개]","개","1","1","","","1","5","8","13","12","11","6","9","12","15","1",
"울산","숙박 및 음식점업(55~56)","비법인단체","종사자수[명]","명","X","X","","","X","19","27","149","151","104","62","76","96","122","X",
"울산","정보통신업(58~63)","계","사업체수[개]","개","241","246","221","227","244","280","278","296","315","316","335","319","343","387","396",
"울산","정보통신업(58~63)","계","종사자수[명]","명","3064","3266","3253","3405","3374","3594","3690","3637","3757","3702","3863","3680","3765","3948","3678",
"울산","정보통신업(58~63)","개인사업체","사업체수[개]","개","119","119","102","100","109","129","120","130","148","134","139","132","136","151","160",
"울산","정보통신업(58~63)","개인사업체","종사자수[명]","명","341","377","326","328","348","378","324","345","395","359","398","354","375","384","399",
"울산","정보통신업(58~63)","회사법인","사업체수[개]","개","78","80","73","81","90","105","112","119","119","135","149","140","159","188","190",
"울산","정보통신업(58~63)","회사법인","종사자수[명]","명","1862","2017","1887","2030","1985","2181","2257","2331","2389","2372","2536","2282","2355","2511","2378",
"울산","정보통신업(58~63)","회사이외법인","사업체수[개]","개","3","5","45","46","45","44","45","46","46","47","46","46","47","47","46",
"울산","정보통신업(58~63)","회사이외법인","종사자수[명]","명","131","109","1035","1047","1041","1028","1102","957","965","971","927","1043","1033","1051","901",
"울산","정보통신업(58~63)","비법인단체","사업체수[개]","개","41","42","1","","","2","1","1","2","","1","1","1","1","",
"울산","정보통신업(58~63)","비법인단체","종사자수[명]","명","730","763","X","","","X","X","X","X","","X","X","X","X","",
"울산","금융 및 보험업(64~66)","계","사업체수[개]","개","695","764","826","822","836","866","901","899","898","938","930","951","941","897","847",
"울산","금융 및 보험업(64~66)","계","종사자수[명]","명","10696","11661","12845","12217","12502","12773","13449","13375","13088","14167","14515","15555","14898","14250","12123",
"울산","금융 및 보험업(64~66)","개인사업체","사업체수[개]","개","105","100","102","97","95","95","101","93","106","107","108","113","125","121","115",
"울산","금융 및 보험업(64~66)","개인사업체","종사자수[명]","명","197","172","198","190","243","176","175","166","236","243","204","227","234","270","282",
"울산","금융 및 보험업(64~66)","회사법인","사업체수[개]","개","346","414","461","458","468","484","541","534","511","545","540","559","532","491","444",
"울산","금융 및 보험업(64~66)","회사법인","종사자수[명]","명","7602","8581","9622","8898","9205","9440","10564","10320","9452","10263","10668","11810","10924","9596","8039",
"울산","금융 및 보험업(64~66)","회사이외법인","사업체수[개]","개","244","250","262","267","273","287","259","272","281","286","282","279","284","285","287",
"울산","금융 및 보험업(64~66)","회사이외법인","종사자수[명]","명","2897","2908","3023","3129","3054","3157","2710","2889","3400","3661","3643","3518","3740","4384","3801",
"울산","금융 및 보험업(64~66)","비법인단체","사업체수[개]","개","","","1","","","","","","","","","","","","1",
"울산","금융 및 보험업(64~66)","비법인단체","종사자수[명]","명","","","X","","","","","","","","","","","","X",
"울산","부동산업(68)","계","사업체수[개]","개","1638","1694","1642","1674","1829","1968","2073","2184","2453","2604","2947","3138","3151","3190","3261",
"울산","부동산업(68)","계","종사자수[명]","명","5613","6169","5934","6386","7737","8172","8007","8545","9028","8968","12342","10718","9820","8992","7617",
"울산","부동산업(68)","개인사업체","사업체수[개]","개","1087","1093","1060","1078","1177","1269","1357","1459","1648","1748","1969","2108","2094","1974","1996",
"울산","부동산업(68)","개인사업체","종사자수[명]","명","2274","2217","2096","2103","2164","2465","2599","2743","2962","3019","3357","3349","3153","2892","2407",
"울산","부동산업(68)","회사법인","사업체수[개]","개","154","164","162","164","194","227","221","231","286","357","455","500","598","696","759",
"울산","부동산업(68)","회사법인","종사자수[명]","명","1262","1533","1614","2005","3410","3434","2964","3309","3760","3936","6628","5053","4759","4129","3403",
"울산","부동산업(68)","회사이외법인","사업체수[개]","개","397","437","21","20","14","15","15","15","22","22","36","33","31","40","328",
"울산","부동산업(68)","회사이외법인","종사자수[명]","명","2077","2419","119","106","113","99","111","149","211","149","327","265","278","293","1393",
"울산","부동산업(68)","비법인단체","사업체수[개]","개","","","399","412","444","457","480","479","497","477","487","497","428","480","178",
"울산","부동산업(68)","비법인단체","종사자수[명]","명","","","2105","2172","2050","2174","2333","2344","2095","1864","2030","2051","1630","1678","414",
"울산","전문, 과학 및 기술 서비스업(70~73)","계","사업체수[개]","개","1044","1108","1154","1192","1271","1382","1453","1513","1641","1730","1733","1745","1897","1960","2040",
"울산","전문, 과학 및 기술 서비스업(70~73)","계","종사자수[명]","명","7292","8438","9141","9082","9604","11213","11850","12946","16019","17137","16576","15507","16213","16722","16666",
"울산","전문, 과학 및 기술 서비스업(70~73)","개인사업체","사업체수[개]","개","805","819","821","827","890","950","1003","1033","1101","1166","1169","1166","1262","1269","1309",
"울산","전문, 과학 및 기술 서비스업(70~73)","개인사업체","종사자수[명]","명","3089","3104","3082","2918","3115","3503","3482","3812","3975","4267","4328","3958","4102","4117","3832",
"울산","전문, 과학 및 기술 서비스업(70~73)","회사법인","사업체수[개]","개","190","234","271","302","304","346","361","377","416","422","407","418","466","512","542",
"울산","전문, 과학 및 기술 서비스업(70~73)","회사법인","종사자수[명]","명","3300","4290","4835","4932","5133","6306","6800","7405","8468","8944","8281","7602","7512","7965","7692",
"울산","전문, 과학 및 기술 서비스업(70~73)","회사이외법인","사업체수[개]","개","44","51","60","62","74","83","86","100","120","139","152","157","163","173","187",
"울산","전문, 과학 및 기술 서비스업(70~73)","회사이외법인","종사자수[명]","명","797","930","1214","1225","1351","1395","1558","1719","3567","3916","3941","3936","4579","4628","5140",
"울산","전문, 과학 및 기술 서비스업(70~73)","비법인단체","사업체수[개]","개","5","4","2","1","3","3","3","3","4","3","5","4","6","6","2",
"울산","전문, 과학 및 기술 서비스업(70~73)","비법인단체","종사자수[명]","명","106","114","X","X","5","9","10","10","9","10","26","11","20","12","X",
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계","사업체수[개]","개","923","943","887","934","1108","1196","1250","1343","1501","1528","1539","1474","1519","1537","1563",
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계","종사자수[명]","명","13706","15021","13845","14769","18323","19106","17971","20606","21770","23050","19429","18466","18757","18290","16190",
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","개인사업체","사업체수[개]","개","643","629","584","579","676","703","718","766","847","872","911","850","878","877","914",
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","개인사업체","종사자수[명]","명","5779","5947","4851","4603","6179","5832","5065","5549","6341","6599","5610","4769","4343","3977","3594",
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","회사법인","사업체수[개]","개","265","292","281","330","408","464","505","546","613","608","578","563","584","600","592",
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","회사법인","종사자수[명]","명","7455","7698","8390","9486","11431","12527","12075","14310","14724","15508","13057","12720","13378","13012","11278",
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","회사이외법인","사업체수[개]","개","13","20","19","21","14","14","12","16","25","32","32","46","38","41","54",
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","회사이외법인","종사자수[명]","명","449","1351","584","626","663","694","752","700","635","839","617","857","821","1106","1311",
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","비법인단체","사업체수[개]","개","2","2","3","4","10","15","15","15","16","16","18","15","19","19","3",
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","비법인단체","종사자수[명]","명","X","X","20","54","50","53","79","47","70","104","145","120","215","195","7",
"울산","공공행정, 국방 및 사회보장 행정(84)","계","사업체수[개]","개","213","210","195","192","191","187","190","191","189","198","203","205","207","207","204",
"울산","공공행정, 국방 및 사회보장 행정(84)","계","종사자수[명]","명","11032","10938","10320","11301","13269","12774","11444","11700","11561","12969","13283","13298","13795","14504","15331",
"울산","공공행정, 국방 및 사회보장 행정(84)","개인사업체","사업체수[개]","개","","","","","","","","","","","","","","","",
"울산","공공행정, 국방 및 사회보장 행정(84)","개인사업체","종사자수[명]","명","","","","","","","","","","","","","","","",
"울산","공공행정, 국방 및 사회보장 행정(84)","회사법인","사업체수[개]","개","","1","","","","","","","","","","","","","",
"울산","공공행정, 국방 및 사회보장 행정(84)","회사법인","종사자수[명]","명","","X","","","","","","","","","","","","","",
"울산","공공행정, 국방 및 사회보장 행정(84)","회사이외법인","사업체수[개]","개","5","4","195","191","191","187","190","191","189","198","203","205","207","207","204",
"울산","공공행정, 국방 및 사회보장 행정(84)","회사이외법인","종사자수[명]","명","54","50","10320","11294","13269","12774","11444","11700","11561","12969","13283","13298","13795","14504","15331",
"울산","공공행정, 국방 및 사회보장 행정(84)","비법인단체","사업체수[개]","개","208","205","","1","","","","","","","","","","","",
"울산","공공행정, 국방 및 사회보장 행정(84)","비법인단체","종사자수[명]","명","10978","10826","","X","","","","","","","","","","","",
"울산","교육 서비스업(85)","계","사업체수[개]","개","4178","4374","4443","4405","4424","4485","4447","4517","4564","4526","4650","4776","4838","4896","4806",
"울산","교육 서비스업(85)","계","종사자수[명]","명","28024","29677","30536","30855","32932","31977","32486","32486","33702","34124","33942","34429","34878","35740","34652",
"울산","교육 서비스업(85)","개인사업체","사업체수[개]","개","3701","3872","3924","3870","3832","3888","3824","3878","3888","3903","3991","4099","4135","4146","3989",
"울산","교육 서비스업(85)","개인사업체","종사자수[명]","명","10121","10824","10793","10751","10719","10417","10195","10082","10202","10534","10250","10848","11032","10825","8596",
"울산","교육 서비스업(85)","회사법인","사업체수[개]","개","96","106","112","123","151","153","173","174","195","165","187","190","214","222","223",
"울산","교육 서비스업(85)","회사법인","종사자수[명]","명","2068","2286","2268","2368","2521","2621","2534","2607","2645","2647","2561","2612","2686","2723","2456",
"울산","교육 서비스업(85)","회사이외법인","사업체수[개]","개","126","124","339","342","365","355","359","370","385","382","397","408","409","425","477",
"울산","교육 서비스업(85)","회사이외법인","종사자수[명]","명","3878","4534","17078","17331","19241","18392","19154","19115","20134","20388","20598","20406","20614","21434","22375",
"울산","교육 서비스업(85)","비법인단체","사업체수[개]","개","255","272","68","70","76","89","91","95","96","76","75","79","80","103","117",
"울산","교육 서비스업(85)","비법인단체","종사자수[명]","명","11957","12033","397","405","451","547","603","682","721","555","533","563","546","758","1225",
"울산","보건업 및 사회복지 서비스업(86~87)","계","사업체수[개]","개","1678","1785","1885","2012","2234","2369","2487","2584","2676","2700","2805","2883","2894","2969","2926",
"울산","보건업 및 사회복지 서비스업(86~87)","계","종사자수[명]","명","14947","16455","17769","20080","22228","23592","25164","27026","28153","29360","32579","34816","36678","38388","40234",
"울산","보건업 및 사회복지 서비스업(86~87)","개인사업체","사업체수[개]","개","1329","1410","1499","1593","1811","1956","2061","2130","2166","2208","2280","2313","2264","2176","1457",
"울산","보건업 및 사회복지 서비스업(86~87)","개인사업체","종사자수[명]","명","8018","8773","9377","10632","12657","13457","14593","14794","15515","16348","17692","18558","18444","17575","11528",
"울산","보건업 및 사회복지 서비스업(86~87)","회사법인","사업체수[개]","개","2","3","4","4","6","4","5","8","10","8","12","12","11","14","17",
"울산","보건업 및 사회복지 서비스업(86~87)","회사법인","종사자수[명]","명","X","29","39","32","39","12","30","87","324","83","261","242","168","233","263",
"울산","보건업 및 사회복지 서비스업(86~87)","회사이외법인","사업체수[개]","개","312","331","194","195","204","216","235","256","282","289","312","327","329","375","562",
"울산","보건업 및 사회복지 서비스업(86~87)","회사이외법인","종사자수[명]","명","6500","7199","6780","7620","8139","8739","9002","10405","10606","10995","11868","12186","13307","14233","18614",
"울산","보건업 및 사회복지 서비스업(86~87)","비법인단체","사업체수[개]","개","35","41","188","220","213","193","186","190","218","195","201","231","290","404","890",
"울산","보건업 및 사회복지 서비스업(86~87)","비법인단체","종사자수[명]","명","424","454","1573","1796","1393","1384","1539","1740","1708","1934","2758","3830","4759","6347","9829",
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","계","사업체수[개]","개","2422","2496","2610","2719","2688","2712","2709","2730","2668","2609","2861","3053","3108","3069","2983",
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","계","종사자수[명]","명","5682","5832","6253","6457","6193","6462","6705","7199","7179","6926","7599","8008","8567","8814","6774",
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","개인사업체","사업체수[개]","개","2351","2419","2533","2639","2589","2594","2582","2571","2505","2409","2655","2834","2867","2781","2680",
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","개인사업체","종사자수[명]","명","4202","4416","4446","4541","4364","4489","4600","4701","4669","4515","5101","5278","5565","5444","4151",
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","회사법인","사업체수[개]","개","24","24","24","21","27","28","31","45","44","45","52","56","64","73","95",
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","회사법인","종사자수[명]","명","381","367","588","509","625","696","718","835","793","707","649","761","717","769","554",
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","회사이외법인","사업체수[개]","개","32","36","34","37","38","47","47","52","62","90","93","93","104","121","159",
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","회사이외법인","종사자수[명]","명","639","621","1130","1296","1076","1100","1191","1306","1376","1370","1538","1525","1809","2124","1954",
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","비법인단체","사업체수[개]","개","15","17","19","22","34","43","49","62","57","65","61","70","73","94","49",
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","비법인단체","종사자수[명]","명","460","428","89","111","128","177","196","357","341","334","311","444","476","477","115",
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계","사업체수[개]","개","7345","7463","7619","7841","8060","8245","8369","8433","8393","8515","8737","8942","9221","9452","9604",
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계","종사자수[명]","명","15250","16100","15733","16313","16485","16670","16443","16945","17047","17726","17720","17848","18103","18621","16651",
