"경기도","계","50 - 54세",143531,46221,285,28682,317,14011,24576,6124,6989,16059,267
"경기도","계","55 - 59세",100830,43070,129,15694,94,8222,14504,2799,5490,10738,90
"경기도","계","60 - 64세",49555,27299,123,5933,0,2829,6045,797,2796,3733,0
"경기도","계","65세이상",43771,32062,22,2486,11,1193,3872,244,1616,2265,0
"경기도","남자","계",1601868,217152,2240,606192,5201,160431,239357,89934,82057,174460,24844
"경기도","남자","15 - 19세",38408,2048,56,27415,22,1519,4166,531,806,1835,10
"경기도","남자","20 - 24세",121416,9550,129,69158,164,7494,17101,3666,4342,8459,1353
"경기도","남자","25 - 29세",320338,17351,386,162397,1045,21818,46222,14311,17306,32434,7068
"경기도","남자","30 - 34세",369729,23961,360,155241,1680,36303,56831,24781,20504,43300,6768
"경기도","남자","35 - 39세",244215,21649,334,84491,1035,30335,41346,18378,11993,29247,5407
"경기도","남자","40 - 44세",154866,20976,170,45080,523,21612,26420,11255,7397,19150,2283
"경기도","남자","45 - 49세",115199,22357,266,28199,342,16736,18109,7630,5384,14578,1598
"경기도","남자","50 - 54세",99563,29942,265,17998,297,13114,13959,5755,5624,12342,267
"경기도","남자","55 - 59세",70942,27858,129,10192,82,7820,8801,2641,4777,8552,90
"경기도","남자","60 - 64세",34121,17668,123,4165,0,2580,3636,742,2409,2798,0
"경기도","남자","65세이상",33071,23792,22,1856,11,1100,2766,244,1515,1765,0
"경기도","여자","계",694332,102484,271,268104,660,11038,161888,8991,36400,104353,143
"경기도","여자","15 - 19세",60948,465,11,41763,32,1060,7509,895,4245,4968,0
"경기도","여자","20 - 24세",177769,2281,42,95729,297,3924,29670,3333,12155,30292,46
"경기도","여자","25 - 29세",96433,6160,51,30792,155,1257,23201,1766,7146,25861,44
"경기도","여자","30 - 34세",83634,10449,43,25582,83,705,25504,1226,4256,15754,32
"경기도","여자","35 - 39세",69800,10597,51,22588,11,932,23595,485,2460,9060,21
"경기도","여자","40 - 44세",55004,9503,11,18341,30,611,18325,420,1837,5926,0
"경기도","여자","45 - 49세",50754,13637,42,14725,20,908,14249,284,1735,5154,0
"경기도","여자","50 - 54세",43968,16279,20,10684,20,897,10617,369,1365,3717,0
"경기도","여자","55 - 59세",29888,15212,0,5502,12,402,5703,158,713,2186,0
"경기도","여자","60 - 64세",15434,9631,0,1768,0,249,2409,55,387,935,0
"경기도","여자","65세이상",10700,8270,0,630,0,93,1106,0,101,500,0
"강원도","계","계",549100,178972,33021,53337,3541,37088,93447,28076,18413,88425,14780
"강원도","계","15 - 19세",11674,1847,178,3034,52,915,2223,327,1080,2018,0
"강원도","계","20 - 24세",45575,6959,1239,7266,264,2631,9379,2182,3035,11795,825
"강원도","계","25 - 29세",69807,11813,3562,7988,535,4633,12686,4385,3548,16464,4193
"강원도","계","30 - 34세",85335,17164,7005,9580,868,6090,15439,6175,3281,15879,3854
"강원도","계","35 - 39세",73761,16903,6551,7387,675,5139,14149,5300,2213,12072,3372
"강원도","계","40 - 44세",54892,15003,5365,5348,442,3841,10785,3083,1445,8123,1457
"강원도","계","45 - 49세",59783,21344,4881,4709,449,4724,10541,2678,1280,8262,915
"강원도","계","50 - 54세",59353,28123,3069,3942,161,4617,8385,2429,1112,7384,131
"강원도","계","55 - 59세",41842,24113,857,2382,54,2986,5123,1193,788,4313,33
"강원도","계","60 - 64세",23261,16424,208,892,20,1064,2668,237,326,1422,0
"강원도","계","65세이상",23817,19279,106,809,21,448,2069,87,305,693,0
"강원도","남자","계",370526,112053,31490,32855,3228,33310,46486,25658,11479,59219,14748
"강원도","남자","15 - 19세",4475,1269,123,973,0,585,772,82,181,490,0
"강원도","남자","20 - 24세",20312,5347,919,3181,139,1877,3300,1314,614,2806,815
"강원도","남자","25 - 29세",50372,8261,3477,6402,483,4429,7544,4028,2403,9163,4182
"강원도","남자","30 - 34세",65543,11625,6908,7104,857,5959,8848,5818,2623,11947,3854
"강원도","남자","35 - 39세",54350,10490,6388,4638,675,4849,7472,5061,1697,9719,3361
"강원도","남자","40 - 44세",38320,9226,5069,3289,409,3427,4779,2960,1079,6625,1457
"강원도","남자","45 - 49세",39899,11954,4627,2622,419,4202,4867,2638,802,6853,915
"강원도","남자","50 - 54세",39866,16704,2912,2465,151,4016,3995,2301,877,6314,131
"강원도","남자","55 - 59세",26648,14079,795,1286,54,2596,2349,1163,623,3670,33
"강원도","남자","60 - 64세",14130,9608,176,472,20,933,1265,216,306,1134,0
